PHONEME_MAP 42
j 17
-51.983690   7.755355   6.056374  -0.497020   1.117425   2.389088   0.631421  -0.659447   0.453056   0.097926  -0.180800  -0.431952
-33.302405   8.338331   4.286417   3.175758   0.582697   2.792372   0.960995   0.332223   1.710078   0.014044   0.612801  -0.130969
-17.173917  12.541665  13.928364   4.969218   4.152347   3.522634   2.430794  -0.492286   3.864376  -0.318074   1.884798  -0.285546
-20.120146  12.550941  14.025676  -1.375356   0.233267  -0.296959   3.565341  -1.869814   1.842435  -0.555842   0.280768  -1.174465
-10.101527   9.253675  11.318688   0.056269   0.166312  -0.106215   1.903248  -2.038213   3.449150  -1.601980   1.349254  -0.639760
 -5.087641   8.244001   7.730717   2.368084  -0.164291   0.291568   0.728517  -2.499203   2.912563  -1.053605   0.988453  -0.374005
 -9.024892   8.744552   8.149479   0.661515   1.255224  -0.878608   0.582399  -1.645257   0.856093  -0.769999   1.047014  -0.271720
-12.464837   8.748638  10.636534  -0.340585   1.843875  -1.983825   0.993615  -3.027461   0.722138  -0.720960   0.953484  -0.851821
 -9.142459   8.350728   3.805394  -0.548192  -0.092726   0.620322   2.455708  -4.354681   1.742746  -1.168631   0.048765  -1.162189
 -0.633739   9.969640   4.631099  -2.435977   1.343759  -0.433118   1.827081  -2.529378   1.520986   0.534112  -1.023657  -0.817693
  2.680144   5.807638   4.093841   0.979199   2.093818   0.369703   1.954914  -2.997401   3.460335  -1.410902  -0.366162   0.365050
 16.317613   3.079156   2.255691  -1.831848   1.816441   1.384600   3.107798  -3.183465   3.290809  -0.163315   1.203848  -0.772103
 28.481435   1.262251   9.860169   0.766741   3.380876   0.719055   0.994052   0.105246   2.090463  -0.819019  -1.121856  -0.935652
 50.573538   3.515150   9.891723   5.423903  -3.016890   2.322562  -0.051613  -1.751485   1.211809  -0.823365  -1.004209  -0.313569
 52.142443   9.931800   7.728244   8.394842  -3.856558   0.389007   2.200701  -2.764124   0.612008  -1.645745   0.012861  -1.474551
 35.996770  13.350674   6.936570  10.152629   1.328788  -1.078156   3.924358  -0.902774  -1.563036  -3.069949  -0.766576  -3.276602
 12.386118   8.236816  -3.897194   4.993270   3.035233  -3.372764   1.501891   1.547563   1.293460  -2.126544   0.354581  -0.232061
а 26
-70.857227   8.814367   2.347240   0.202545  -0.515562   1.578583   0.044536  -0.447626   2.247507  -0.117316  -0.536919   0.067978
 19.686418  11.480531  -8.317045  -9.580541  -5.386848   2.978374  -2.751915   0.626596   0.731432   1.046048   1.750662  -1.286183
 33.706041  20.215363  -6.379738  -7.837173  -2.252440   4.655242  -1.675693  -0.135159  -0.269955   0.677645   1.051808  -1.573647
 61.774812  20.285012  -8.612308  -9.994655  -2.570929   4.019428  -2.926772   1.313237   0.509485   2.303488   1.894152  -1.253775
 57.352129  21.881679  -7.786839 -11.372435  -1.092183   3.362185  -2.049522   1.624816   0.334222   2.279821   1.262358  -1.269725
